_time,host,user,EventCode,src_ip,dest_ip,logon_type,status,process_name,new_account,group_name,description
2026-07-22 13:27:03,DC01,kverma,4768,192.168.1.105,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for kverma
2026-07-22 13:27:05,WS-05,kverma,4624,192.168.1.105,192.168.1.105,2,0x0,,,,An account was successfully logged on: kverma at WS-05
2026-07-22 13:27:27,FS02,dprasad,4624,192.168.1.101,192.168.1.12,3,0x0,,,,An account was successfully logged on: dprasad network logon to FS02 share access
2026-07-22 13:29:56,DC01,csubramaniam,4768,192.168.1.116,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for csubramaniam
2026-07-22 13:29:58,WS-16,csubramaniam,4624,192.168.1.116,192.168.1.116,2,0x0,,,,An account was successfully logged on: csubramaniam at WS-16
2026-07-22 13:29:59,FS02,svarma,4624,192.168.1.113,192.168.1.12,3,0x0,,,,An account was successfully logged on: svarma network logon to FS02 share access
2026-07-22 13:31:13,WS-14,tshah,4634,192.168.1.114,192.168.1.114,2,,,,,An account was logged off: tshah at WS-14
2026-07-22 13:31:50,DC01,rsingh,4768,192.168.1.119,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for rsingh
2026-07-22 13:31:52,WS-19,rsingh,4624,192.168.1.119,192.168.1.119,2,0x0,,,,An account was successfully logged on: rsingh at WS-19
2026-07-22 13:34:46,WS-20,itadmin2,4688,192.168.1.120,192.168.1.120,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin2: powershell.exe -Command ""Get-Disk | Get-Volume"""
2026-07-22 13:35:57,DC01,itadmin2,4769,192.168.1.112,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for itadmin2 to access FS02
2026-07-22 13:35:58,FS02,itadmin2,4624,192.168.1.112,192.168.1.12,3,0x0,,,,An account was successfully logged on: itadmin2 network logon to FS02
2026-07-22 13:37:47,DC01,bshetty,4768,192.168.1.113,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for bshetty
2026-07-22 13:37:49,WS-13,bshetty,4624,192.168.1.113,192.168.1.113,2,0x0,,,,An account was successfully logged on: bshetty at WS-13
2026-07-22 13:42:41,DC01,aiyer,4769,192.168.1.104,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for aiyer to access FS02
2026-07-22 13:42:42,FS02,aiyer,4624,192.168.1.104,192.168.1.12,3,0x0,,,,An account was successfully logged on: aiyer network logon to FS02
2026-07-22 13:43:23,DC01,itadmin1,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset itadmin2's password by itadmin1
2026-07-22 13:46:17,FS02,svc_scan,4624,192.168.1.12,192.168.1.12,3,0x0,,,,An account was successfully logged on: svc_scan network logon for scheduled scan job
2026-07-22 13:48:03,DC01,itadmin2,4768,192.168.1.112,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for itadmin2
2026-07-22 13:48:05,WS-12,itadmin2,4624,192.168.1.112,192.168.1.112,2,0x0,,,,An account was successfully logged on: itadmin2 at WS-12
2026-07-22 13:48:52,DC01,rsingh,4769,192.168.1.119,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for rsingh to access FS01
2026-07-22 13:48:53,FS01,rsingh,4624,192.168.1.119,192.168.1.11,3,0x0,,,,An account was successfully logged on: rsingh network logon to FS01
2026-07-22 13:50:50,WS-03,itadmin1,4688,192.168.1.103,192.168.1.103,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin1: powershell.exe -Command ""Restart-Service -Name Spooler"""
2026-07-22 13:51:16,WS-12,itadmin2,4634,192.168.1.112,192.168.1.112,2,,,,,An account was logged off: itadmin2 at WS-12
2026-07-22 13:52:23,DC01,itadmin2,4768,192.168.1.112,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for itadmin2
2026-07-22 13:52:25,WS-12,itadmin2,4624,192.168.1.112,192.168.1.112,2,0x0,,,,An account was successfully logged on: itadmin2 at WS-12
2026-07-22 13:53:25,DC01,rsingh,4768,192.168.1.119,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for rsingh
2026-07-22 13:53:27,WS-19,rsingh,4624,192.168.1.119,192.168.1.119,2,0x0,,,,An account was successfully logged on: rsingh at WS-19
2026-07-22 13:54:26,WS-03,mkapoor,4634,192.168.1.103,192.168.1.103,2,,,,,An account was logged off: mkapoor at WS-03
2026-07-22 13:55:00,DC01,dghosh,4768,192.168.1.118,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for dghosh
2026-07-22 13:55:02,WS-18,dghosh,4624,192.168.1.118,192.168.1.118,2,0x0,,,,An account was successfully logged on: dghosh at WS-18
2026-07-22 13:56:26,WS-15,rmehta,4634,192.168.1.115,192.168.1.115,2,,,,,An account was logged off: rmehta at WS-15
2026-07-22 13:57:00,FS02,nkulkarni,4624,192.168.1.117,192.168.1.12,3,0x0,,,,An account was successfully logged on: nkulkarni network logon to FS02 share access
2026-07-22 13:58:32,FS02,svc_scan,4624,192.168.1.12,192.168.1.12,3,0x0,,,,An account was successfully logged on: svc_scan network logon for scheduled scan job
2026-07-22 13:58:47,DC01,itadmin3,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset mreddy's password by itadmin3
2026-07-22 14:00:46,WS-04,aiyer,4625,192.168.1.104,192.168.1.104,2,0xC000006A,,,,An account failed to log on: aiyer at WS-04 (bad password typo)
2026-07-22 14:03:53,WS-08,vrao,4634,192.168.1.108,192.168.1.108,2,,,,,An account was logged off: vrao at WS-08
2026-07-22 14:04:03,WS-09,ssharma,4625,192.168.1.109,192.168.1.109,2,0xC000006A,,,,An account failed to log on: ssharma at WS-09 (bad password typo)
2026-07-22 14:06:50,WEB01,svc_web,4624,192.168.1.14,192.168.1.14,5,0x0,,,,An account was successfully logged on: svc_web service logon (IIS app pool)
2026-07-22 14:07:24,WS-17,itadmin3,4688,192.168.1.117,192.168.1.117,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin3: powershell.exe -Command ""Set-ADAccountPassword -Identity user -Reset"""
2026-07-22 14:09:58,DC01,csubramaniam,4769,192.168.1.116,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for csubramaniam to access FS02
2026-07-22 14:09:59,FS02,csubramaniam,4624,192.168.1.116,192.168.1.12,3,0x0,,,,An account was successfully logged on: csubramaniam network logon to FS02
2026-07-22 14:10:12,FS02,svc_scan,4624,192.168.1.12,192.168.1.12,3,0x0,,,,An account was successfully logged on: svc_scan network logon for scheduled scan job
2026-07-22 14:10:36,DC01,itadmin1,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset sgowda's password by itadmin1
2026-07-22 14:10:50,WS-11,itadmin1,4688,192.168.1.111,192.168.1.111,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin1: powershell.exe -Command ""Update-Help -Force"""
2026-07-22 14:11:10,WS-01,itadmin2,4688,192.168.1.101,192.168.1.101,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin2: powershell.exe -Command ""Get-Service | Where-Object {$_.Status -eq 'Stopped'}"""
2026-07-22 14:11:33,WS-04,itadmin2,4698,192.168.1.104,192.168.1.104,,0x0,C:\Windows\System32\taskeng.exe,,,A scheduled task was created by itadmin2 on WS-04 (routine maintenance task)
2026-07-22 14:17:14,WS-05,itadmin2,4688,192.168.1.105,192.168.1.105,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin2: powershell.exe -Command ""Update-Help -Force"""
2026-07-22 14:17:41,WS-04,aiyer,4634,192.168.1.104,192.168.1.104,2,,,,,An account was logged off: aiyer at WS-04
2026-07-22 14:18:17,DC01,ssharma,4768,192.168.1.109,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for ssharma
2026-07-22 14:18:19,WS-09,ssharma,4624,192.168.1.109,192.168.1.109,2,0x0,,,,An account was successfully logged on: ssharma at WS-09
2026-07-22 14:19:26,DC01,aiyer,4768,192.168.1.104,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for aiyer
2026-07-22 14:19:28,WS-04,aiyer,4624,192.168.1.104,192.168.1.104,2,0x0,,,,An account was successfully logged on: aiyer at WS-04
2026-07-22 14:20:59,FS02,cwilliams,4624,192.168.1.102,192.168.1.12,3,0x0,,,,An account was successfully logged on: cwilliams network logon to FS02 share access
2026-07-22 14:21:55,FS01,itadmin2,4624,192.168.1.112,192.168.1.11,3,0x0,,,,An account was successfully logged on: itadmin2 network logon to FS01 share access
2026-07-22 14:22:25,BKSRV01,service_backup,4624,192.168.1.13,192.168.1.13,5,0x0,,,,An account was successfully logged on: service_backup service logon (batch) on BKSRV01
2026-07-22 14:22:28,BKSRV01,service_backup,4688,192.168.1.13,192.168.1.13,,0x0,C:\Windows\System32\wbengine.exe,,,A new process was created by service_backup: wbengine.exe (scheduled backup job)
2026-07-22 14:23:25,FS02,service_backup,4624,192.168.1.13,192.168.1.12,3,0x0,,,,An account was successfully logged on: service_backup network logon to FS02 for backup
2026-07-22 14:24:05,WS-19,itadmin1,4688,192.168.1.119,192.168.1.119,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin1: powershell.exe -Command ""Set-ADAccountPassword -Identity user -Reset"""
2026-07-22 14:24:16,WS-15,itadmin3,4688,192.168.1.115,192.168.1.115,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin3: powershell.exe -Command ""Restart-Service -Name Spooler"""
2026-07-22 14:28:03,FS02,itadmin2,4672,192.168.1.12,192.168.1.12,,,,,,Special privileges assigned to new logon: itadmin2 (Administrators group) on FS02
2026-07-22 14:32:04,FS02,svc_scan,4624,192.168.1.12,192.168.1.12,3,0x0,,,,An account was successfully logged on: svc_scan network logon for scheduled scan job
2026-07-22 14:34:25,WS-03,mkapoor,4634,192.168.1.103,192.168.1.103,2,,,,,An account was logged off: mkapoor at WS-03
2026-07-22 14:35:00,WS-07,itadmin3,4688,192.168.1.107,192.168.1.107,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin3: powershell.exe -Command ""Get-Disk | Get-Volume"""
2026-07-22 14:35:14,FS01,kverma,4624,192.168.1.105,192.168.1.11,3,0x0,,,,An account was successfully logged on: kverma network logon to FS01 share access
2026-07-22 14:36:49,DC01,itadmin1,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset jthomas's password by itadmin1
2026-07-22 14:39:18,DC01,hshetty,4768,192.168.1.105,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for hshetty
2026-07-22 14:39:20,WS-05,hshetty,4624,192.168.1.105,192.168.1.105,2,0x0,,,,An account was successfully logged on: hshetty at WS-05
2026-07-22 14:39:42,DC01,itadmin1,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset kverma's password by itadmin1
2026-07-22 14:42:55,WS-06,SYSTEM,4698,192.168.1.106,192.168.1.106,,0x0,C:\Windows\System32\taskeng.exe,,,A scheduled task was created by SYSTEM on WS-06 (routine maintenance task)
2026-07-22 14:44:45,WS-10,njoshi,4625,192.168.1.110,192.168.1.110,2,0xC000006A,,,,An account failed to log on: njoshi at WS-10 (bad password typo)
2026-07-22 14:45:09,DC01,jthomas,4768,192.168.1.118,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for jthomas
2026-07-22 14:45:11,WS-18,jthomas,4624,192.168.1.118,192.168.1.118,2,0x0,,,,An account was successfully logged on: jthomas at WS-18
2026-07-22 14:45:14,DC01,vrao,4769,192.168.1.108,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for vrao to access FS02
2026-07-22 14:45:15,FS02,vrao,4624,192.168.1.108,192.168.1.12,3,0x0,,,,An account was successfully logged on: vrao network logon to FS02
2026-07-22 14:46:49,DC01,bshetty,4769,192.168.1.113,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for bshetty to access FS02
2026-07-22 14:46:50,FS02,bshetty,4624,192.168.1.113,192.168.1.12,3,0x0,,,,An account was successfully logged on: bshetty network logon to FS02
2026-07-22 14:46:52,WS-18,jthomas,4634,192.168.1.118,192.168.1.118,2,,,,,An account was logged off: jthomas at WS-18
2026-07-22 14:47:05,WS-05,kverma,4634,192.168.1.105,192.168.1.105,2,,,,,An account was logged off: kverma at WS-05
2026-07-22 14:47:44,DC01,itadmin1,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset ssharma's password by itadmin1
2026-07-22 14:48:21,WS-08,vrao,4634,192.168.1.108,192.168.1.108,2,,,,,An account was logged off: vrao at WS-08
2026-07-22 14:53:08,WS-11,opillai,4634,192.168.1.111,192.168.1.111,2,,,,,An account was logged off: opillai at WS-11
2026-07-22 14:53:57,FS02,svc_scan,4624,192.168.1.12,192.168.1.12,3,0x0,,,,An account was successfully logged on: svc_scan network logon for scheduled scan job
2026-07-22 14:54:04,WS-11,itadmin1,4698,192.168.1.111,192.168.1.111,,0x0,C:\Windows\System32\taskeng.exe,,,A scheduled task was created by itadmin1 on WS-11 (routine maintenance task)
2026-07-22 14:55:28,BKSRV01,backup_admin,4624,192.168.1.13,192.168.1.13,5,0x0,,,,An account was successfully logged on: backup_admin service logon (batch) on BKSRV01
2026-07-22 14:55:31,BKSRV01,backup_admin,4688,192.168.1.13,192.168.1.13,,0x0,C:\Windows\System32\wbengine.exe,,,A new process was created by backup_admin: wbengine.exe (scheduled backup job)
2026-07-22 14:56:02,WS-17,itadmin3,4688,192.168.1.117,192.168.1.117,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin3: powershell.exe -Command ""Restart-Service -Name Spooler"""
2026-07-22 14:56:28,FS02,backup_admin,4624,192.168.1.13,192.168.1.12,3,0x0,,,,An account was successfully logged on: backup_admin network logon to FS02 for backup
2026-07-22 14:57:12,WS-05,kverma,4634,192.168.1.105,192.168.1.105,2,,,,,An account was logged off: kverma at WS-05
2026-07-22 14:58:18,FS01,svc_sql,4624,192.168.1.11,192.168.1.11,5,0x0,,,,An account was successfully logged on: svc_sql service logon (SQL service)
2026-07-22 15:02:39,DC01,svarma,4768,192.168.1.113,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for svarma
2026-07-22 15:02:41,WS-13,svarma,4624,192.168.1.113,192.168.1.113,2,0x0,,,,An account was successfully logged on: svarma at WS-13
2026-07-22 15:05:24,FS02,svc_scan,4624,192.168.1.12,192.168.1.12,3,0x0,,,,An account was successfully logged on: svc_scan network logon for scheduled scan job
2026-07-22 15:09:12,WS-07,pnair,4634,192.168.1.107,192.168.1.107,2,,,,,An account was logged off: pnair at WS-07
2026-07-22 15:09:27,WS-19,rsingh,4634,192.168.1.119,192.168.1.119,2,,,,,An account was logged off: rsingh at WS-19
2026-07-22 15:10:56,DC01,itadmin2,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset itadmin2's password by itadmin2
2026-07-22 15:13:31,WS-16,csubramaniam,4634,192.168.1.116,192.168.1.116,2,,,,,An account was logged off: csubramaniam at WS-16
2026-07-22 15:14:09,WS-03,itadmin3,4688,192.168.1.103,192.168.1.103,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin3: powershell.exe -Command ""Update-Help -Force"""
2026-07-22 15:14:58,WEB01,ychawla,4776,192.168.1.117,192.168.1.14,,0x0,,,,The domain controller attempted to validate credentials for ychawla (NTLM to WEB01)
2026-07-22 15:15:31,FS02,aiyer,4624,192.168.1.104,192.168.1.12,3,0x0,,,,An account was successfully logged on: aiyer network logon to FS02 share access
2026-07-22 15:15:48,FS01,itadmin3,4688,192.168.1.11,192.168.1.11,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin3: powershell.exe -Command ""Restart-Service -Name Spooler"""
2026-07-22 15:16:33,WEB01,fD'souza,4776,192.168.1.112,192.168.1.14,,0x0,,,,The domain controller attempted to validate credentials for fD'souza (NTLM to WEB01)
2026-07-22 15:17:23,WS-13,bshetty,4625,192.168.1.113,192.168.1.113,2,0xC000006A,,,,An account failed to log on: bshetty at WS-13 (bad password typo)
2026-07-22 15:18:10,WS-03,itadmin2,4688,192.168.1.103,192.168.1.103,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin2: powershell.exe -Command ""Get-Service | Where-Object {$_.Status -eq 'Stopped'}"""
2026-07-22 15:20:59,DC01,bshetty,4768,192.168.1.113,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for bshetty
2026-07-22 15:21:01,WS-13,bshetty,4624,192.168.1.113,192.168.1.113,2,0x0,,,,An account was successfully logged on: bshetty at WS-13
2026-07-22 15:21:42,DC01,vrao,4768,192.168.1.108,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for vrao
2026-07-22 15:21:44,WS-08,vrao,4624,192.168.1.108,192.168.1.108,2,0x0,,,,An account was successfully logged on: vrao at WS-08
2026-07-22 15:22:54,FS01,svc_sql,4624,192.168.1.11,192.168.1.11,5,0x0,,,,An account was successfully logged on: svc_sql service logon (SQL service)
2026-07-22 15:23:54,FS01,svc_sql,4624,192.168.1.11,192.168.1.11,5,0x0,,,,An account was successfully logged on: svc_sql service logon (SQL service)
2026-07-22 15:25:58,WS-05,itadmin1,4688,192.168.1.105,192.168.1.105,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin1: powershell.exe -Command ""Get-ADUser -Filter * | Export-Csv report.csv"""
2026-07-22 15:26:04,WS-13,itadmin2,4688,192.168.1.113,192.168.1.113,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin2: powershell.exe -Command ""Get-Disk | Get-Volume"""
2026-07-22 15:26:29,DC01,itadmin3,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset ssharma's password by itadmin3
2026-07-22 15:28:59,DC01,hshetty,4768,192.168.1.105,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for hshetty
2026-07-22 15:29:01,WS-05,hshetty,4624,192.168.1.105,192.168.1.105,2,0x0,,,,An account was successfully logged on: hshetty at WS-05
2026-07-22 15:29:13,WS-02,itadmin1,4634,192.168.1.102,192.168.1.102,2,,,,,An account was logged off: itadmin1 at WS-02
2026-07-22 15:31:22,FS02,sgowda,4624,192.168.1.106,192.168.1.12,3,0x0,,,,An account was successfully logged on: sgowda network logon to FS02 share access
2026-07-22 15:33:08,BKSRV01,service_backup,4624,192.168.1.13,192.168.1.13,5,0x0,,,,An account was successfully logged on: service_backup service logon (batch) on BKSRV01
2026-07-22 15:33:11,BKSRV01,service_backup,4688,192.168.1.13,192.168.1.13,,0x0,C:\Windows\System32\wbengine.exe,,,A new process was created by service_backup: wbengine.exe (scheduled backup job)
2026-07-22 15:34:08,FS02,service_backup,4624,192.168.1.13,192.168.1.12,3,0x0,,,,An account was successfully logged on: service_backup network logon to FS02 for backup
2026-07-22 15:36:40,DC01,rmehta,4768,192.168.1.115,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for rmehta
2026-07-22 15:36:42,WS-15,rmehta,4624,192.168.1.115,192.168.1.115,2,0x0,,,,An account was successfully logged on: rmehta at WS-15
2026-07-22 15:37:40,DC01,itadmin2,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset opillai's password by itadmin2
2026-07-22 15:39:46,DC01,itadmin1,4768,192.168.1.102,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for itadmin1
2026-07-22 15:39:48,WS-02,itadmin1,4624,192.168.1.102,192.168.1.102,2,0x0,,,,An account was successfully logged on: itadmin1 at WS-02
2026-07-22 15:41:57,FS01,itadmin1,4672,192.168.1.11,192.168.1.11,,,,,,Special privileges assigned to new logon: itadmin1 (Administrators group) on FS01
2026-07-22 15:42:02,WS-18,itadmin3,4688,192.168.1.118,192.168.1.118,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin3: powershell.exe -Command ""Get-Disk | Get-Volume"""
2026-07-22 15:43:06,DC01,rmehta,4768,192.168.1.115,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for rmehta
2026-07-22 15:43:08,WS-15,rmehta,4624,192.168.1.115,192.168.1.115,2,0x0,,,,An account was successfully logged on: rmehta at WS-15
2026-07-22 15:45:21,WS-11,mreddy,4634,192.168.1.111,192.168.1.111,2,,,,,An account was logged off: mreddy at WS-11
2026-07-22 15:46:06,WEB01,ychawla,4776,192.168.1.117,192.168.1.14,,0x0,,,,The domain controller attempted to validate credentials for ychawla (NTLM to WEB01)
2026-07-22 15:47:08,FS01,gnair,4624,192.168.1.107,192.168.1.11,3,0x0,,,,An account was successfully logged on: gnair network logon to FS01 share access
2026-07-22 15:47:37,WS-17,nkulkarni,4634,192.168.1.117,192.168.1.117,2,,,,,An account was logged off: nkulkarni at WS-17
2026-07-22 15:47:57,WS-19,service_backup,4698,192.168.1.119,192.168.1.119,,0x0,C:\Windows\System32\taskeng.exe,,,A scheduled task was created by service_backup on WS-19 (routine maintenance task)
2026-07-22 15:48:07,WS-08,vrao,4634,192.168.1.108,192.168.1.108,2,,,,,An account was logged off: vrao at WS-08
2026-07-22 15:48:40,DC01,vrao,4768,192.168.1.108,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for vrao
2026-07-22 15:48:42,WS-08,vrao,4624,192.168.1.108,192.168.1.108,2,0x0,,,,An account was successfully logged on: vrao at WS-08
2026-07-22 15:49:31,DC01,itadmin3,4768,192.168.1.103,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for itadmin3
2026-07-22 15:49:33,WS-03,itadmin3,4624,192.168.1.103,192.168.1.103,2,0x0,,,,An account was successfully logged on: itadmin3 at WS-03
2026-07-22 15:50:23,DC01,itadmin3,4768,192.168.1.103,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for itadmin3
2026-07-22 15:50:25,WS-03,itadmin3,4624,192.168.1.103,192.168.1.103,2,0x0,,,,An account was successfully logged on: itadmin3 at WS-03
2026-07-22 15:53:02,WS-02,itadmin1,4634,192.168.1.102,192.168.1.102,2,,,,,An account was logged off: itadmin1 at WS-02
2026-07-22 15:53:29,DC01,vraghunathan,4768,192.168.1.114,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for vraghunathan
2026-07-22 15:53:31,WS-14,vraghunathan,4624,192.168.1.114,192.168.1.114,2,0x0,,,,An account was successfully logged on: vraghunathan at WS-14
2026-07-22 15:56:02,WEB01,svc_web,4624,192.168.1.14,192.168.1.14,5,0x0,,,,An account was successfully logged on: svc_web service logon (IIS app pool)
2026-07-22 15:59:55,DC01,mreddy,4768,192.168.1.111,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for mreddy
2026-07-22 15:59:57,WS-11,mreddy,4624,192.168.1.111,192.168.1.111,2,0x0,,,,An account was successfully logged on: mreddy at WS-11
2026-07-22 16:00:11,DC01,jthomas,4769,192.168.1.118,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for jthomas to access FS01
2026-07-22 16:00:12,FS01,jthomas,4624,192.168.1.118,192.168.1.11,3,0x0,,,,An account was successfully logged on: jthomas network logon to FS01
2026-07-22 16:00:16,DC01,nkulkarni,4768,192.168.1.117,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for nkulkarni
2026-07-22 16:00:18,WS-17,nkulkarni,4624,192.168.1.117,192.168.1.117,2,0x0,,,,An account was successfully logged on: nkulkarni at WS-17
2026-07-22 16:01:06,FS01,itadmin2,4624,192.168.1.112,192.168.1.11,3,0x0,,,,An account was successfully logged on: itadmin2 network logon to FS01 share access
2026-07-22 16:01:29,WS-13,bshetty,4634,192.168.1.113,192.168.1.113,2,,,,,An account was logged off: bshetty at WS-13
2026-07-22 16:01:57,WS-03,itadmin3,4634,192.168.1.103,192.168.1.103,2,,,,,An account was logged off: itadmin3 at WS-03
2026-07-22 16:02:49,FS02,sgowda,4624,192.168.1.106,192.168.1.12,3,0x0,,,,An account was successfully logged on: sgowda network logon to FS02 share access
2026-07-22 16:02:58,DC01,aiyer,4768,192.168.1.104,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for aiyer
2026-07-22 16:03:00,WS-04,aiyer,4624,192.168.1.104,192.168.1.104,2,0x0,,,,An account was successfully logged on: aiyer at WS-04
2026-07-22 16:05:43,FS02,svc_scan,4624,192.168.1.12,192.168.1.12,3,0x0,,,,An account was successfully logged on: svc_scan network logon for scheduled scan job
2026-07-22 16:07:26,WS-07,itadmin2,4698,192.168.1.107,192.168.1.107,,0x0,C:\Windows\System32\taskeng.exe,,,A scheduled task was created by itadmin2 on WS-07 (routine maintenance task)
2026-07-22 16:09:31,FS02,apatel,4624,192.168.1.120,192.168.1.12,3,0x0,,,,An account was successfully logged on: apatel network logon to FS02 share access
2026-07-22 16:10:00,BKSRV01,backup_admin,4624,192.168.1.13,192.168.1.13,5,0x0,,,,An account was successfully logged on: backup_admin service logon (batch) on BKSRV01
2026-07-22 16:10:03,BKSRV01,backup_admin,4688,192.168.1.13,192.168.1.13,,0x0,C:\Windows\System32\wbengine.exe,,,A new process was created by backup_admin: wbengine.exe (scheduled backup job)
2026-07-22 16:10:20,WS-18,itadmin1,4688,192.168.1.118,192.168.1.118,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin1: powershell.exe -Command ""Get-Service | Where-Object {$_.Status -eq 'Stopped'}"""
2026-07-22 16:11:00,FS01,backup_admin,4624,192.168.1.13,192.168.1.11,3,0x0,,,,An account was successfully logged on: backup_admin network logon to FS01 for backup
2026-07-22 16:11:04,WS-08,itadmin1,4698,192.168.1.108,192.168.1.108,,0x0,C:\Windows\System32\taskeng.exe,,,A scheduled task was created by itadmin1 on WS-08 (routine maintenance task)
2026-07-22 16:11:27,DC01,pnair,4768,192.168.1.107,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for pnair
2026-07-22 16:11:29,WS-07,pnair,4624,192.168.1.107,192.168.1.107,2,0x0,,,,An account was successfully logged on: pnair at WS-07
2026-07-22 16:11:35,FS02,itadmin2,4624,192.168.1.112,192.168.1.12,3,0x0,,,,An account was successfully logged on: itadmin2 network logon to FS02 share access
2026-07-22 16:12:02,DC01,akumar,4768,192.168.1.116,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for akumar
2026-07-22 16:12:04,WS-16,akumar,4624,192.168.1.116,192.168.1.116,2,0x0,,,,An account was successfully logged on: akumar at WS-16
2026-07-22 16:13:13,FS02,svc_scan,4624,192.168.1.12,192.168.1.12,3,0x0,,,,An account was successfully logged on: svc_scan network logon for scheduled scan job
2026-07-22 16:13:36,FS02,apatel,4624,192.168.1.120,192.168.1.12,3,0x0,,,,An account was successfully logged on: apatel network logon to FS02 share access
2026-07-22 16:15:12,WS-15,rmehta,4634,192.168.1.115,192.168.1.115,2,,,,,An account was logged off: rmehta at WS-15
2026-07-22 16:15:28,WS-02,itadmin1,4634,192.168.1.102,192.168.1.102,2,,,,,An account was logged off: itadmin1 at WS-02
